FID,OBJECTID,TYPE,CODE,Shape_Leng,CONST_CODE,Shape_Area,OBJECTID_1,NAME,OBJECTID_2,CONSTITUEN,COUNTY_ASS,SPOILT,COUNTY_A_1,REJECTED,REPORTED,SPOILT_VAL,VALID,DISPUTED,RESULT,COUNTY_COD,Shape_Le_1,COUNTY_NAM,Shape_Le_2,REGISTERED,X,Y
35523,34943,Other Tracks and Footpaths,5,0.001512000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35556,34944,Other Tracks and Footpaths,5,0.044486000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35556,34944,Other Tracks and Footpaths,5,0.044486000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35567,34945,Other Tracks and Footpaths,5,0.008520000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35567,34945,Other Tracks and Footpaths,5,0.008520000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35572,34946,Other Tracks and Footpaths,5,0.013855000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35572,34946,Other Tracks and Footpaths,5,0.013855000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35579,34947,Other Tracks and Footpaths,5,0.013687000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35579,34947,Other Tracks and Footpaths,5,0.013687000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35881,34994,Other Tracks and Footpaths,5,0.058064000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35890,34995,Other Tracks and Footpaths,5,0.079942000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
36055,35024,Other Tracks and Footpaths,5,0.026963000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
36057,35025,Other Tracks and Footpaths,5,0.064561000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
36057,35025,Other Tracks and Footpaths,5,0.064561000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
36061,35026,Other Tracks and Footpaths,5,0.022041000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
36064,35027,Other Tracks and Footpaths,5,0.043569000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
36084,36512,Other Tracks and Footpaths,5,0.009209000000000,231,0.005635521950000,983,BUNYALA NORTH,4512,BUDALANGI,1153,48,BUNYALA NORTH,80,3,0.037914691943128,1266,0,1,40,0.404347646200000,BUSIA,0.404347646200000,8432,,
36084,36512,Other Tracks and Footpaths,5,0.009209000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36085,36513,Other Tracks and Footpaths,5,0.006447000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36086,36514,Other Tracks and Footpaths,5,0.008300000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36087,36515,Other Tracks and Footpaths,5,0.000082000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36088,36516,Other Tracks and Footpaths,5,0.011729000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36089,36517,Other Tracks and Footpaths,5,0.007915000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36090,36518,Other Tracks and Footpaths,5,0.003055000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36091,36519,Other Tracks and Footpaths,5,0.014248000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36093,36520,Other Tracks and Footpaths,5,0.013955000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36094,36521,Other Tracks and Footpaths,5,0.006072000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36095,36522,Other Tracks and Footpaths,5,0.009724000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36096,36523,Other Tracks and Footpaths,5,0.007532000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36097,36524,Other Tracks and Footpaths,5,0.017462000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36098,36525,Other Tracks and Footpaths,5,0.008225000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36099,36526,Other Tracks and Footpaths,5,0.016032000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36099,36526,Other Tracks and Footpaths,5,0.016032000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36100,36527,Other Tracks and Footpaths,5,0.018531000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36101,36528,Other Tracks and Footpaths,5,0.019169000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36102,36529,Other Tracks and Footpaths,5,0.009402000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36103,36530,Other Tracks and Footpaths,5,0.021556000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36104,36531,Other Tracks and Footpaths,5,0.001251000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36105,36532,Other Tracks and Footpaths,5,0.011213000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36106,36533,Other Tracks and Footpaths,5,0.010759000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36107,36534,Other Tracks and Footpaths,5,0.020464000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36107,36534,Other Tracks and Footpaths,5,0.020464000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36108,36535,Other Tracks and Footpaths,5,0.010165000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36109,36536,Other Tracks and Footpaths,5,0.016691000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36110,36537,Other Tracks and Footpaths,5,0.014334000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36111,36538,Other Tracks and Footpaths,5,0.013803000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36112,36539,Other Tracks and Footpaths,5,0.014955000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36113,36540,Other Tracks and Footpaths,5,0.006075000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36114,36541,Other Tracks and Footpaths,5,0.012246000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36115,36542,Other Tracks and Footpaths,5,0.007216000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36116,36543,Other Tracks and Footpaths,5,0.015103000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36117,36544,Other Tracks and Footpaths,5,0.011206000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36118,36545,Other Tracks and Footpaths,5,0.015699000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36119,36546,Other Tracks and Footpaths,5,0.005544000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36120,36547,Other Tracks and Footpaths,5,0.002153000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36122,36548,Other Tracks and Footpaths,5,0.009436000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36123,36549,Other Tracks and Footpaths,5,0.004270000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36124,36550,Other Tracks and Footpaths,5,0.006366000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36125,36551,Other Tracks and Footpaths,5,0.001800000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36126,36552,Other Tracks and Footpaths,5,0.001061000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36127,36553,Other Tracks and Footpaths,5,0.005394000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36128,36554,Other Tracks and Footpaths,5,0.019843000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36129,36555,Other Tracks and Footpaths,5,0.008627000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36130,36556,Other Tracks and Footpaths,5,0.004688000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
36130,36556,Other Tracks and Footpaths,5,0.004688000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36131,36557,Other Tracks and Footpaths,5,0.015742000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
36131,36557,Other Tracks and Footpaths,5,0.015742000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36132,36558,Other Tracks and Footpaths,5,0.009351000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36133,36559,Other Tracks and Footpaths,5,0.001593000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36134,36560,Other Tracks and Footpaths,5,0.001232000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36135,36561,Other Tracks and Footpaths,5,0.002702000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36136,36562,Other Tracks and Footpaths,5,0.004123000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36137,36563,Other Tracks and Footpaths,5,0.002113000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
36138,36564,Other Tracks and Footpaths,5,0.016724000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36139,36565,Other Tracks and Footpaths,5,0.018545000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36140,36566,Other Tracks and Footpaths,5,0.008701000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36141,36567,Other Tracks and Footpaths,5,0.004860000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36142,36569,Other Tracks and Footpaths,5,0.028296000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36143,36570,Other Tracks and Footpaths,5,0.002482000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36144,36571,Other Tracks and Footpaths,5,0.019685000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36145,36572,Other Tracks and Footpaths,5,0.000036000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36152,36579,Other Tracks and Footpaths,5,0.015029000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36400,36501,Other Tracks and Footpaths,5,0.005783000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36455,36502,Other Tracks and Footpaths,5,0.005552000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
36469,36312,Other Tracks and Footpaths,5,0.010421000000000,231,0.003577605810000,974,BUNYALA CENTRAL,4437,BUDALANGI,1152,,BUNYALA CENTRAL,,,,,,0,40,0.270293540520000,BUSIA,0.270293540520000,,,
36473,36313,Other Tracks and Footpaths,5,0.007290000000000,231,0.003577605810000,974,BUNYALA CENTRAL,4437,BUDALANGI,1152,,BUNYALA CENTRAL,,,,,,0,40,0.270293540520000,BUSIA,0.270293540520000,,,
36474,36438,Other Tracks and Footpaths,5,0.017117000000000,231,0.003577605810000,974,BUNYALA CENTRAL,4437,BUDALANGI,1152,,BUNYALA CENTRAL,,,,,,0,40,0.270293540520000,BUSIA,0.270293540520000,,,
36479,36314,Other Tracks and Footpaths,5,0.004453000000000,231,0.003577605810000,974,BUNYALA CENTRAL,4437,BUDALANGI,1152,,BUNYALA CENTRAL,,,,,,0,40,0.270293540520000,BUSIA,0.270293540520000,,,
36484,36439,Other Tracks and Footpaths,5,0.009387000000000,231,0.003577605810000,974,BUNYALA CENTRAL,4437,BUDALANGI,1152,,BUNYALA CENTRAL,,,,,,0,40,0.270293540520000,BUSIA,0.270293540520000,,,
36487,36315,Other Tracks and Footpaths,5,0.007235000000000,231,0.003577605810000,974,BUNYALA CENTRAL,4437,BUDALANGI,1152,,BUNYALA CENTRAL,,,,,,0,40,0.270293540520000,BUSIA,0.270293540520000,,,
36489,36440,Other Tracks and Footpaths,5,0.008487000000000,231,0.003577605810000,974,BUNYALA CENTRAL,4437,BUDALANGI,1152,,BUNYALA CENTRAL,,,,,,0,40,0.270293540520000,BUSIA,0.270293540520000,,,
36491,36316,Other Tracks and Footpaths,5,0.003801000000000,231,0.003577605810000,974,BUNYALA CENTRAL,4437,BUDALANGI,1152,,BUNYALA CENTRAL,,,,,,0,40,0.270293540520000,BUSIA,0.270293540520000,,,
36495,36441,Other Tracks and Footpaths,5,0.019579000000000,231,0.009664264730000,977,BUNYALA SOUTH,4456,BUDALANGI,1155,0,BUNYALA SOUTH,0,2,0.000000000000000,54,0,1,40,0.466601375150000,BUSIA,0.466601375150000,6107,,
36495,36441,Other Tracks and Footpaths,5,0.019579000000000,231,0.005635521950000,983,BUNYALA NORTH,4512,BUDALANGI,1153,48,BUNYALA NORTH,80,3,0.037914691943128,1266,0,1,40,0.404347646200000,BUSIA,0.404347646200000,8432,,
36495,36441,Other Tracks and Footpaths,5,0.019579000000000,231,0.003577605810000,974,BUNYALA CENTRAL,4437,BUDALANGI,1152,,BUNYALA CENTRAL,,,,,,0,40,0.270293540520000,BUSIA,0.270293540520000,,,
36497,36317,Other Tracks and Footpaths,5,0.005785000000000,231,0.003577605810000,974,BUNYALA CENTRAL,4437,BUDALANGI,1152,,BUNYALA CENTRAL,,,,,,0,40,0.270293540520000,BUSIA,0.270293540520000,,,
36500,36318,Other Tracks and Footpaths,5,0.002063000000000,231,0.003577605810000,974,BUNYALA CENTRAL,4437,BUDALANGI,1152,,BUNYALA CENTRAL,,,,,,0,40,0.270293540520000,BUSIA,0.270293540520000,,,
36501,36442,Other Tracks and Footpaths,5,0.001810000000000,231,0.003577605810000,974,BUNYALA CENTRAL,4437,BUDALANGI,1152,,BUNYALA CENTRAL,,,,,,0,40,0.270293540520000,BUSIA,0.270293540520000,,,
36506,36319,Other Tracks and Footpaths,5,0.004001000000000,231,0.003577605810000,974,BUNYALA CENTRAL,4437,BUDALANGI,1152,,BUNYALA CENTRAL,,,,,,0,40,0.270293540520000,BUSIA,0.270293540520000,,,
36508,36443,Other Tracks and Footpaths,5,0.010091000000000,231,0.005635521950000,983,BUNYALA NORTH,4512,BUDALANGI,1153,48,BUNYALA NORTH,80,3,0.037914691943128,1266,0,1,40,0.404347646200000,BUSIA,0.404347646200000,8432,,
36508,36443,Other Tracks and Footpaths,5,0.010091000000000,231,0.003577605810000,974,BUNYALA CENTRAL,4437,BUDALANGI,1152,,BUNYALA CENTRAL,,,,,,0,40,0.270293540520000,BUSIA,0.270293540520000,,,
36512,36320,Other Tracks and Footpaths,5,0.010236000000000,231,0.009664264730000,977,BUNYALA SOUTH,4456,BUDALANGI,1155,0,BUNYALA SOUTH,0,2,0.000000000000000,54,0,1,40,0.466601375150000,BUSIA,0.466601375150000,6107,,
36514,36444,Other Tracks and Footpaths,5,0.017707000000000,231,0.005635521950000,983,BUNYALA NORTH,4512,BUDALANGI,1153,48,BUNYALA NORTH,80,3,0.037914691943128,1266,0,1,40,0.404347646200000,BUSIA,0.404347646200000,8432,,
36514,36444,Other Tracks and Footpaths,5,0.017707000000000,231,0.003577605810000,974,BUNYALA CENTRAL,4437,BUDALANGI,1152,,BUNYALA CENTRAL,,,,,,0,40,0.270293540520000,BUSIA,0.270293540520000,,,
36518,36321,Other Tracks and Footpaths,5,0.004341000000000,231,0.009664264730000,977,BUNYALA SOUTH,4456,BUDALANGI,1155,0,BUNYALA SOUTH,0,2,0.000000000000000,54,0,1,40,0.466601375150000,BUSIA,0.466601375150000,6107,,
36520,36445,Other Tracks and Footpaths,5,0.004184000000000,231,0.005635521950000,983,BUNYALA NORTH,4512,BUDALANGI,1153,48,BUNYALA NORTH,80,3,0.037914691943128,1266,0,1,40,0.404347646200000,BUSIA,0.404347646200000,8432,,
36520,36445,Other Tracks and Footpaths,5,0.004184000000000,231,0.003577605810000,974,BUNYALA CENTRAL,4437,BUDALANGI,1152,,BUNYALA CENTRAL,,,,,,0,40,0.270293540520000,BUSIA,0.270293540520000,,,
36524,36322,Other Tracks and Footpaths,5,0.005349000000000,231,0.009664264730000,977,BUNYALA SOUTH,4456,BUDALANGI,1155,0,BUNYALA SOUTH,0,2,0.000000000000000,54,0,1,40,0.466601375150000,BUSIA,0.466601375150000,6107,,
36525,36446,Other Tracks and Footpaths,5,0.006209000000000,231,0.005635521950000,983,BUNYALA NORTH,4512,BUDALANGI,1153,48,BUNYALA NORTH,80,3,0.037914691943128,1266,0,1,40,0.404347646200000,BUSIA,0.404347646200000,8432,,
36530,36323,Other Tracks and Footpaths,5,0.005316000000000,231,0.009664264730000,977,BUNYALA SOUTH,4456,BUDALANGI,1155,0,BUNYALA SOUTH,0,2,0.000000000000000,54,0,1,40,0.466601375150000,BUSIA,0.466601375150000,6107,,
36532,36447,Other Tracks and Footpaths,5,0.007335000000000,231,0.005635521950000,983,BUNYALA NORTH,4512,BUDALANGI,1153,48,BUNYALA NORTH,80,3,0.037914691943128,1266,0,1,40,0.404347646200000,BUSIA,0.404347646200000,8432,,
